Analyst 21,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 22,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 23,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 24,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 25,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 26,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 27,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 28,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 29,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 30,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 31,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 32,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 33,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 34,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 35,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 36,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 37,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 38,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 39,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 40,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments
112,T21-8DIX ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,30115,18/9/2018,,,112,T22-DZ2P ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35414,8/8/2018,,,112,T23-CV15 ,Penicillin Procaine,Paracetamol Starch,Suspicious,D,E,F,Yes,35458,24/8/2018,,,112,T24-R45U ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34049,30/8/2018,,,112,T25-CJHS ,Penicillin Procaine,Starch,Suspicious,D,E,F,Yes,32902,9/9/2018,,,112,T26-SA3R ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,34348,10/8/2018,,,112,T27-8849 ,Penicillin Procaine,Lactose,Suspicious,D,E,F,,36302,4/9/2018,,,112,T28-Q70R ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32028,15/8/2018,,,112,T29-C9BD ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,31676,20/9/2018,,,112,T30-NIOZ ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34379,21/8/2018,,,112,T31-TMS5 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,31666,6/9/2018,,,112,T32-P2A0 ,Penicillin Procaine,Starch,Suspicious,D,E,F,Yes,32437,20/8/2018,,,112,T33-N2QL ,Penicillin Procaine,Starch,Suspicious,D,E,F,Yes,34824,7/9/2018,,,112,T34-ZZWH ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,30761,19/9/2018,,,112,T35-CAJD ,Penicillin Procaine,Starch,Suspicious,D,E,F,Yes,32729,7/9/2018,,,112,T36-W0C1 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32881,9/9/2018,,,112,T37-EE0X ,Penicillin Procaine,Lactose,Suspicious,D,E,F,,33671,13/8/2018,,,112,T38-CZ86 ,Penicillin Procaine,Lactose,Suspicious,D,E,F,,35770,4/9/2018,,,112,T39-ARH0 ,Penicillin Procaine,Starch,Suspicious,D,E,F,Yes,35818,14/9/2018,,,112,T40-WEXY ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,33701,9/9/2018,
113,T21-VHD3 ,Penicillin Procaine,Lactose,Suspicious,D,E,F,,30109,18/9/2018,,,113,T22-K7QF ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,30205,3/9/2018,,,113,T23-JHBM ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,33643,26/8/2018,,,113,T24-MP1C ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35556,10/9/2018,,,113,T25-XCZW ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,31785,9/9/2018,,,113,T26-9Y8J ,Penicillin Procaine,Paracetamol Starch,Suspicious,D,E,F,Yes,32795,5/9/2018,,,113,T27-VYR9 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,36329,6/9/2018,,,113,T28-YL1S ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,31902,7/9/2018,,,113,T29-7J16 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,31674,20/9/2018,,,113,T30-R0J6 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34941,21/9/2018,,,113,T31-JR0Y ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34037,19/9/2018,,,113,T32-BAP9 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,29884,4/9/2018,,,113,T33-8KXF ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,33778,20/8/2018,,,113,T34-MMVS ,Penicillin Procaine,Starch,Suspicious,D,E,F,Yes,33825,15/8/2018,,,113,T35-OK1X ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32758,7/9/208,,,113,T36-OPKK ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32880,9/9/2018,,,113,T37-P3ZH ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35734,14/9/2018,,,113,T38-O4KL ,Penicillin Procaine,Lactose,Suspicious,D,E,F,,32259,25/9/2018,,,113,T39-13E1 ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,35890,14/9/2018,,,113,T40-4YEX ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,33702,9/9/2018,
114,T21-I23X ,Penicillin Procaine,Lactose,Suspicious,D,E,F,,33764,24/8/2018,,,114,T22-ZY72 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35318,9/8/2018,,,114,T23-39DR ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,33645,30/8/2018,,,114,T24-PAJM ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,29803,10/9/2018,,,114,T25-WSCA ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,29788,4/9/2018,,,114,T26-2HYH ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34347,10/8/2018,,,114,T27-LWUC ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,31740,21/8/2018,,,114,T28-NVKT ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,31669,8/9/2018,,,114,T29-V2V7 ,Penicillin Procaine,Starch,Suspicious,D,E,F,Yes,35510,20/9/2018,,,114,T30-YPWP ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,30600,5/9/2018,,,114,T31-8A77 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34038,19/9/2018,,,114,T32-Z63R ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,30034,4/9/2018,,,114,T33-KJLX ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,34759,21/9/2018,,,114,T34-VZO0 ,Penicillin Procaine,Starch,Suspicious,D,E,F,Yes,33933,15/8/2018,,,114,T35-RXAD ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,30251,20/8/2018,,,114,T36-2EX2 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32885,9/9/2018,,,114,T37-UO8X ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35614,2/9/2018,,,114,T38-LMUE ,Penicillin Procaine,Lactose,Suspicious,D,E,F,,35645,4/9/2018,,,114,T39-KA15 ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,32632,24/9/2018,,,114,T40-U9HI ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,34608,22/9/2018,
115,T21-JAJ1 ,Penicillin Procaine,Lactose,Suspicious,D,E,F,,30116,18/9/2018,,,115,T22-EIGE ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35152,11/9/2018,,,115,T23-L6G6 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32973,15/8/2018,,,115,T24-A0E8 ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,32392,22/8/2018,,,115,T25-JVXY ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,30577,19/8/2018,,,115,T26-FS6Y ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35201,9/8/2018,,,115,T27-P4W2 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,31731,22/8/2018,,,115,T28-AO26 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,31677,8/9/2018,,,115,T29-ZEXI ,Penicillin Procaine,Starch,Suspicious,D,E,F,Yes,29773,18/9/2018,,,115,T30-GK3Z ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34378,21/8/2018,,,115,T31-URD4 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34026,19/9/2018,,,115,T32-UOQ8 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,30036,4/9/2018,,,115,T33-6PYF ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34843,7/9/2018,,,115,T34-R0RE ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,33819,15/8/2018,,,115,T35-36ZR ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,36268,23/8/2018,,,115,T36-QP6S ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32480,9/9/2018,,,115,T37-U1SX ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35733,14/9/2018,,,115,T38-XVZM ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32319,25/9/2018,,,115,T39-DIG6 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,33861,21/8/2018,,,115,T40-ESEV ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,34865,19/8/2018,
116,T21-BIFE ,Penicillin Procaine,Lactose,Suspicious,D,E,F,,30107,18/9/2018,,,116,T22-9BWG ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35183,11/9/2018,,,116,T23-K4YR ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32972,20/8/2018,,,116,T24-3N9A ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,34050,30/8/2018,,,116,T25-OUIL ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,3782,9/9/208,,,116,T26-JTLB ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35200,9/8/2018,,,116,T27-0NA9 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,30058,21/8/2018,,,116,T28-NWCD ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,31937,5/9/2018,,,116,T29-KNM5 ,Penicillin Procaine,Starch,Suspicious,D,E,F,Yes,35523,18/9/2018,,,116,T30-AW23 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34926,21/9/2018,,,116,T31-V32Y ,Penicillin Procaine,Starch,Suspicious,D,E,F,Yes,30358,17/8/2018,,,116,T32-1KEW ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34815,22/8/2018,,,116,T33-GHTE ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,33771,20/8/2018,,,116,T34-KON9 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,30744,19/9/2018,,,116,T35-G0YJ ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32753,7/9/2018,,,116,T36-PL9M ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35349,19/8/2018,,,116,T37-R7NY ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35615,2/9/2018,,,116,T38-8CM7 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35784,4/9/2018,,,116,T39-2G0W ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,33860,21/8/2018,,,116,T40-PKD1 ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,33703,9/9/2018,
117,T21-YRTK ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34889,24/8/2018,,,117,T22-O03N ,Penicillin Procaine,Starch,Suspicious,D,E,F,,35381,11/9/2018,,,117,T23-JBSR ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,33646,26/8/2018,,,117,T24-RVZR ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,34051,30/8/2018,,,117,T25-0A4E ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,39789,4/9/2018,,,117,T26-AH2D ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35921,24/9/2018,,,117,T27-PNWR ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,29916,21/8/2018,,,117,T28-T5A3 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32057,7/9/018,,,117,T29-1FXN ,Penicillin Procaine,Lactose,Suspicious,D,E,F,,35509,20/9/2018,,,117,T30-JZLF ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,31668,5/9/2018,,,117,T31-Z0CK ,Penicillin Procaine,Starch,Suspicious,D,E,F,Yes,31634,4/9/2018,,,117,T32-762R ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34814,22/8/2018,,,117,T33-Z8HI ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,33777,20/8/2018,,,117,T34-9GK3 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,30764,19/9/2018,,,117,T35-0V7V ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32756,6/9/2018,,,117,T36-P8N4 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,33661,23/9/2018,,,117,T37-4AXK ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35732,14/9/2018,,,117,T38-ZXQ8 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32226,14/8/2018,,,117,T39-AVJE ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32671,24/9/2018,,,117,T40-8FCS ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,34120,22/9/2018,
118,T21-ALFV ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35216,10/8/2018,,,118,T22-64K3 ,Penicillin Procaine,Starch,Suspicious,D,E,F,,35377,11/9/2018,,,118,T23-B0ME ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,33640,30/8/2018,,,118,T24-1N5L ,Penicillin Procaine,Lactose,Suspicious,D,E,F,,34045,30/8/2018,,,118,T25-G6QC ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,31787,9/9/2018,,,118,T26-FH4K ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35367,9/8/2018,,,118,T27-PAKN ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,30268,21/8/2018,,,118,T28-DGC0 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32043,15/8/2018,,,118,T29-90UJ ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,35525,20/9/2018,,,118,T30-R12R ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,30602,5/9/2018,,,118,T31-YBR5 ,Penicillin Procaine,Starch,Suspicious,D,E,F,Yes,31664,6/9/2018,,,118,T32-FZDD ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,30035,4/9/2018,,,118,T33-HRUZ ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,33779,20/8/2018,,,118,T34-KAZC ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34861,3/9/2018,,,118,T35-P2L9 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32827,7/9/2018,,,118,T36-RV42 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32886,9/9/2018,,,118,T37-0P5M ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35735,14/9/2018,,,118,T38-6NE3 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32257,25/9/2018,,,118,T39-ZKFI ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35889,14/9/2018,,,118,T40-YTN4 ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,34864,19/8/2018,
119,T21-YXNG ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35358,10/8/2018,,,119,T22-6N45 ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,35412,9/8/2018,,,119,T23-B7M7 ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,33642,30/8/2018,,,119,T24-GTPZ ,Penicillin Procaine,Lactose,Suspicious,D,E,F,,32720,9/8/2018,,,119,T25-B7ZJ ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,31783,9/9/2018,,,119,T26-J9LF ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35841,25/9/2018,,,119,T27-VJLW ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,29986,17/9/2018,,,119,T28-ZCOG ,Penicillin Procaine,Paracetamol Starch,Suspicious,D,E,F,Yes,32067,7/9/2018,,,119,T29-4FGP ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,34237,21/8/2018,,,119,T30-GBR7 ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,34373,22/8/2018,,,119,T31-4CFL ,Penicillin Procaine,Starch,Suspicious,D,E,F,Yes,34027,19/9/2018,,,119,T32-7Z7W ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34809,22/8/2018,,,119,T33-A8UV ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,33773,20/8/2018,,,119,T34-XO7B ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,30760,19/9/2018,,,119,T35-N5LG ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32759,7/9/2018,,,119,T36-87T9 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,33658,23/9/2018,,,119,T37-MHLC ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35627,2/9/2018,,,119,T38-SMHH ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35785,4/9/2018,,,119,T39-U18I ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,30770,24/9/2018,,,119,T40-ZXA5 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,30389,19/8/2018,
120,T21-HK53 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35217,10/8/2018,,,120,T22-Z4HJ ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,30165,19/8/2018,,,120,T23-147O ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,35446,26/8/2018,,,120,T24-BSHB ,Penicillin Procaine,Starch,Suspicious,D,E,F,Yes,32726,22/8/2018,,,120,T25-GPC1 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,31786,9/9/2018,,,120,T26-19CX ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,35206,10/8/2018,,,120,T27-3NNX ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,36335,6/9/2018,,,120,T28-OF2E ,Penicillin Procaine,Paracetamol Starch,Suspicious,D,E,F,Yes,31621,8/9/2018,,,120,T29-JHBK ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,35506,20/9/2018,,,120,T30-784A ,Penicillin Procaine,Cellulose,Suspicious,D,E,F,,34942,21/9/2018,,,120,T31-9N0D ,Penicillin Procaine,Starch,Suspicious,D,E,F,Yes,34022,19/9/2018,,,120,T32-DFA2 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34813,22/8/2018,,,120,T33-1PMG ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32122,21/9/2018,,,120,T34-G0H9 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34859,3/9/2018,,,120,T35-S58O ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,30242,21/8/2018,,,120,T36-E26D ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32887,9/9/2018,,,120,T37-8CNQ ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,33601,13/8/2018,,,120,T38-JFNC ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,32224,14/8/2018,,,120,T39-HI72 ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,30769,24/9/2018,,,120,T40-M9PJ ,Penicillin Procaine,Vitamin C,Suspicious,D,E,F,,34122,22/9/2018,
121,T21-BVU5 ,Quinine ,Quinine ,Quinine,,,,,30406,23/8/2018,,,121,T22-OH1X ,Quinine ,Quinine ,Quinine,,,,,30042,16/8/2018,,,121,T23-04XD ,Quinine ,Quinine ,Quinine,,,,,33628,24/8/2018,,,121,T24-C82E ,Quinine ,Quinine ,Quinine,,,,,36006,10/8/2018,,,121,T25-6NQR ,Quinine ,Quinine ,Quinine,,,,,31865,19/8/2018,,,121,T26-5FO5 ,Quinine ,Quinine ,Quinine,,,,,34328,16/8/2018,,,121,T27-RQ7X ,Quinine ,Quinine ,Quinine,,,,,35516,4/9/2018,,,121,T28-PWKQ ,Quinine ,Quinine ,Quinine,,,,,30482,12/8/2018,,,121,T29-C7UX ,Quinine ,Quinine ,Quinine,,,,,31852,14/9/2018,,,121,T30-8WZK ,Quinine ,Quinine,Quinine,,,,,34937,21/9/2018,,,121,T31-10BY ,Quinine ,Quinine,Quinine,,,,,29405,31/8/2018,,,121,T32-3P3Q ,Quinine ,Quinine ,Quinine,,,,,34300,11/9/2018,,,121,T33-V6TQ ,Quinine ,Quinine ,Quinine,,,,,32190,4/9/2018,,,121,T34-2B60 ,Quinine ,Quinine ,Quinine,,,,,33759,16/8/2018,,,121,T35-NZT5 ,Quinine ,Quinine ,Quinine,,,,,32826,6/9/2018,,,121,T36-HIEK ,Quinine ,Quinine ,Quinine,,,,,34682,19/8/2018,,,121,T37-EUFD ,Quinine ,Quinine,Quinine,,,,,33605,18/8/2018,,,121,T38-FTNH ,Quinine ,Quinine,Quinine,,,,,30238,25/9/2018,,,121,T39-2XRO ,Quinine ,Quinine,Quinine,,,,,33882,21/8/2018,,,121,T40-690O ,Quinine ,Quinine,Quinine,,,,,33686,9/9/2018,
122,T21-62DY ,Quinine ,Quinine ,Quinine,,,,,30347,23/8/2018,,,122,T22-D2VC ,Quinine ,Quinine ,Quinine,,,,,35317,9/8/2018,,,122,T23-MW2P ,Quinine ,Quinine ,Quinine,,,,,33627,24/8/2018,,,122,T24-JOYT ,Quinine ,Quinine ,Quinine,,,,,35564,24/8/2018,,,122,T25-EAR3 ,Quinine ,Quinine ,Quinine,,,,,31815,19/8/2018,,,122,T26-0AJB ,Quinine ,Quinine ,Quinine,,,,,32523,3/9/2018,,,122,T27-1LNJ ,Quinine ,Quinine ,Quinine,,,,,36322,4/9/2018,,,122,T28-LRC0 ,Quinine ,Quinine ,Quinine,,,,,31915,14/8/2018,,,122,T29-KTUT ,Quinine ,Quinine ,Quinine,,,,,34008,20/8/2018,,,122,T30-76BZ ,Quinine ,Quinine,Quinine,,,,,35329,20/8/2018,,,122,T31-N8EN ,Quinine ,Quinine,Quinine,,,,,29404,31/8/2018,,,122,T32-Q7CI ,Quinine ,Quinine ,Quinine,,,,,30018,18/8/2018,,,122,T33-1KC3 ,Quinine ,Quinine ,Quinine,,,,,34637,20/9/2018,,,122,T34-X13J ,Quinine ,Quinine ,Quinine,,,,,33751,16/8/2018,,,122,T35-Q99L ,Quinine ,Quinine ,Quinine,,,,,35568,19/8/2018,,,122,T36-3XIV ,Quinine ,Quinine ,Quinine,,,,,34686,19/8/2018,,,122,T37-LRTN ,Quinine ,Quinine,Quinine,,,,,34786,26/8/2018,,,122,T38-1IM6 ,Quinine ,Quinine,Quinine,,,,,34573,4/9/2018,,,122,T39-M3G3 ,Quinine ,Quinine,Quinine,,,,,30791,29/9/2018,,,122,T40-OY5E ,Quinine ,Quinine,Quinine,,,,,33690,9/9/2018,
123,T21-UR4G ,Quinine ,Quinine ,Quinine,,,,,30345,20/8/2018,,,123,T22-2H6J ,Quinine ,Quinine ,Quinine,,,,,30041,17/8/2018,,,123,T23-IJVE ,Quinine ,Quinine ,Quinine,,,,,35445,27/8/2018,,,123,T24-WF4M ,Quinine ,Quinine ,Quinine,,,,,36008,9/8/2018,,,123,T25-633T ,Quinine ,Quinine ,Quinine,,,,,31813,19/8/2018,,,123,T26-Q59D ,Quinine ,Quinine ,Quinine,,,,,32958,15/8/2018,,,123,T27-77KV ,Quinine ,Quinine ,Quinine,,,,,29770,3/9/2018,,,123,T28-404D ,Quinine ,Quinine ,Quinine,,,,,29836,12/8/2018,,,123,T29-CABW ,Quinine ,Quinine ,Quinine,,,,,34188,31/8/2018,,,123,T30-INCK ,Quinine ,Quinine,Quinine,,,,,33988,3/9/2018,,,123,T31-LG6D ,Quinine ,Quinine,Quinine,,,,,30331,20/8/2018,,,123,T32-BKZO ,Quinine ,Quinine ,Quinine,,,,,32944,18/8/2018,,,123,T33-HAZI ,Quinine ,Quinine ,Quinine,,,,,34635,11/8/2018,,,123,T34-AMCX ,Quinine ,Quinine ,Quinine,,,,,33749,16/8/2018,,,123,T35-MK8I ,Quinine ,Quinine ,Quinine,,,,,32730,5/9/2018,,,123,T36-XY0B ,Quinine ,Quinine ,Quinine,,,,,31994,22/9/2018,,,123,T37-EFQ6 ,Quinine ,Quinine,Quinine,,,,,35751,13/9/2018,,,123,T38-CCR1 ,Quinine ,Quinine,Quinine,,,,,35478,15/8/2018,,,123,T39-LA97 ,Quinine ,Quinine,Quinine,,,,,30792,29/9/2018,,,123,T40-H93Y ,Quinine ,Quinine,Quinine,,,,,34818,20/8/2018,
